date,foreTotalRadiation,foreWindSpeed,foreWindDirection,foreHumidity,foreTemp,forePressure,OT
2022-10-05 14:15:00,821.622,4.606,160.298,59.996,25.999,1009.54,106.428
2022-10-05 14:30:00,801.444,4.725,161.403,59.006,26.167,1009.34,75.362
2022-10-05 14:45:00,781.266,4.843,162.507,58.017,26.336,1009.15,86.724
2022-10-05 15:00:00,761.088,4.962,163.611,57.028,26.504,1008.95,97.119
2022-10-05 15:15:00,713.887,4.994,163.442,56.738,26.493,1008.86,88.9
2022-10-05 15:30:00,666.686,5.026,163.272,56.448,26.482,1008.77,84.868
2022-10-05 15:45:00,619.484,5.058,163.103,56.157,26.47,1008.68,114.938
2022-10-05 16:00:00,572.283,5.09,162.933,55.867,26.459,1008.59,76.923
2022-10-05 16:15:00,516.74,5.059,162.212,56.442,26.266,1008.6,102.818
2022-10-05 16:30:00,461.197,5.027,161.49,57.017,26.073,1008.61,87.7
2022-10-05 16:45:00,405.654,4.996,160.769,57.593,25.88,1008.63,86.724
2022-10-05 17:00:00,350.111,4.964,160.048,58.168,25.688,1008.65,82.071
2022-10-05 17:15:00,283.853,4.723,158.747,60.68,25.264,1008.71,65.246
2022-10-05 17:30:00,217.595,4.482,157.447,63.193,24.84,1008.77,50.601
2022-10-05 17:45:00,151.337,4.241,156.147,65.706,24.417,1008.83,39.798
2022-10-05 18:00:00,85.079,4.0,154.847,68.218,23.993,1008.89,25.284
2022-10-05 18:15:00,63.809,3.872,154.097,69.47,23.476,1009.09,17.028
2022-10-05 18:30:00,42.539,3.745,153.347,70.721,22.958,1009.3,5.88
2022-10-05 18:45:00,42.539,3.745,153.347,70.721,22.958,1009.3,5.88
2022-10-05 19:00:00,42.539,3.745,153.347,70.721,22.958,1009.3,5.88
2022-10-06 07:00:00,59.795,2.051,143.321,96.869,17.328,1015.99,0.606
2022-10-06 07:15:00,59.795,2.051,143.321,96.869,17.328,1015.99,0.606
2022-10-06 07:30:00,109.813,2.25,142.838,96.136,17.78,1016.05,2.727
2022-10-06 07:45:00,159.831,2.449,142.356,95.403,18.231,1016.12,7.722
2022-10-06 08:00:00,209.849,2.648,141.874,94.67,18.683,1016.18,16.533
2022-10-06 08:15:00,210.13,2.603,140.566,94.306,18.956,1016.08,22.927
2022-10-06 08:30:00,210.411,2.558,139.258,93.942,19.23,1015.97,28.91
2022-10-06 08:45:00,210.691,2.512,137.95,93.578,19.503,1015.87,45.837
2022-10-06 09:00:00,210.972,2.467,136.642,93.214,19.776,1015.77,70.4
2022-10-06 09:15:00,227.8,2.471,134.62,93.218,19.827,1015.63,76.734
2022-10-06 09:30:00,244.628,2.475,132.599,93.222,19.877,1015.48,77.126
2022-10-06 09:45:00,261.455,2.478,130.577,93.227,19.928,1015.34,53.955
2022-10-06 10:00:00,278.283,2.482,128.555,93.231,19.978,1015.2,54.338
2022-10-06 10:15:00,319.198,2.473,129.588,92.585,20.137,1014.98,41.41
2022-10-06 10:30:00,360.113,2.465,130.62,91.938,20.296,1014.76,43.708
2022-10-06 10:45:00,401.028,2.457,131.653,91.292,20.456,1014.54,62.073
2022-10-06 11:00:00,441.943,2.449,132.686,90.646,20.615,1014.33,42.319
2022-10-06 11:15:00,475.863,2.451,134.313,88.151,20.913,1014.12,39.882
2022-10-06 11:30:00,509.782,2.453,135.94,85.657,21.211,1013.92,47.236
2022-10-06 11:45:00,543.702,2.455,137.567,83.162,21.509,1013.71,58.41
2022-10-06 12:00:00,577.621,2.458,139.194,80.668,21.807,1013.51,62.271
2022-10-06 12:15:00,584.962,2.503,140.964,79.139,22.09,1013.24,73.01
2022-10-06 12:30:00,592.302,2.548,142.734,77.61,22.374,1012.98,107.9
2022-10-06 12:45:00,599.642,2.594,144.504,76.081,22.658,1012.71,102.366
2022-10-06 13:00:00,606.982,2.639,146.274,74.553,22.941,1012.45,103.836
2022-10-06 13:15:00,585.987,2.694,147.339,73.873,23.132,1012.22,106.1
2022-10-06 13:30:00,564.991,2.749,148.405,73.194,23.323,1012.0,91.29
2022-10-06 13:45:00,543.996,2.804,149.471,72.515,23.514,1011.77,116.756
2022-10-06 14:00:00,523.0,2.859,150.537,71.835,23.705,1011.54,114.231
2022-10-06 14:15:00,498.339,2.798,150.641,71.837,23.734,1011.41,123.93
2022-10-06 14:30:00,473.677,2.738,150.744,71.838,23.764,1011.28,122.9
2022-10-06 14:45:00,449.015,2.678,150.848,71.84,23.794,1011.15,131.9
2022-10-06 15:00:00,424.354,2.618,150.951,71.841,23.824,1011.01,102.998
2022-10-06 15:15:00,397.563,2.566,147.758,72.262,23.795,1010.98,93.198
2022-10-06 15:30:00,370.772,2.513,144.565,72.683,23.765,1010.96,79.893
2022-10-06 15:45:00,343.981,2.461,141.372,73.104,23.735,1010.93,94.132
2022-10-06 16:00:00,317.191,2.409,138.179,73.525,23.706,1010.9,73.7
2022-10-06 16:15:00,285.049,2.374,133.776,74.445,23.626,1010.97,87.416
2022-10-06 16:30:00,252.908,2.339,129.373,75.365,23.547,1011.04,77.319
2022-10-06 16:45:00,220.767,2.304,124.97,76.285,23.467,1011.11,43.414
2022-10-06 17:00:00,188.626,2.27,120.567,77.205,23.388,1011.18,22.134
2022-10-06 17:15:00,153.963,2.177,116.705,79.574,23.156,1011.33,18.513
2022-10-06 17:30:00,119.301,2.084,112.842,81.942,22.925,1011.47,6.018
2022-10-06 17:45:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-06 18:00:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-06 18:15:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-06 18:30:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-06 18:45:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-06 19:00:00,84.639,1.991,108.98,84.311,22.693,1011.62,1.616
2022-10-07 07:00:00,31.277,0.514,82.23,93.72,14.065,1020.62,0.49
2022-10-07 07:15:00,31.277,0.514,82.23,93.72,14.065,1020.62,0.49
2022-10-07 07:30:00,31.277,0.514,82.23,93.72,14.065,1020.62,0.49
2022-10-07 07:45:00,45.675,0.476,84.628,93.716,14.108,1020.6,1.938
2022-10-07 08:00:00,60.073,0.437,87.027,93.712,14.15,1020.59,4.059
2022-10-07 08:15:00,73.427,0.463,89.82,93.234,14.198,1020.47,6.831
2022-10-07 08:30:00,86.781,0.49,92.614,92.756,14.246,1020.35,10.296
2022-10-07 08:45:00,100.136,0.516,95.407,92.278,14.294,1020.24,10.9
2022-10-07 09:00:00,113.49,0.542,98.2,91.8,14.342,1020.12,15.15
2022-10-07 09:15:00,131.837,0.581,102.244,91.653,14.399,1019.97,17.523
2022-10-07 09:30:00,150.184,0.621,106.288,91.507,14.456,1019.82,19.404
2022-10-07 09:45:00,168.531,0.66,110.332,91.36,14.513,1019.67,34.441
2022-10-07 10:00:00,186.879,0.699,114.376,91.214,14.57,1019.52,32.1
2022-10-07 10:15:00,204.412,0.741,114.92,90.948,14.675,1019.29,40.6
2022-10-07 10:30:00,221.945,0.784,115.464,90.683,14.779,1019.05,43.146
2022-10-07 10:45:00,239.479,0.826,116.008,90.418,14.883,1018.82,39.592
2022-10-07 11:00:00,257.012,0.869,116.552,90.153,14.987,1018.58,36.2
2022-10-07 11:15:00,262.981,0.948,118.637,89.637,15.12,1018.37,37.1
2022-10-07 11:30:00,268.949,1.027,120.721,89.121,15.252,1018.16,28.8
2022-10-07 11:45:00,274.918,1.105,122.805,88.605,15.385,1017.95,29.391
2022-10-07 12:00:00,280.887,1.184,124.89,88.089,15.517,1017.74,24.598
2022-10-07 12:15:00,276.726,1.303,126.231,87.853,15.623,1017.47,21.21
2022-10-07 12:30:00,272.566,1.421,127.572,87.616,15.728,1017.21,21.614
2022-10-07 12:45:00,268.406,1.539,128.913,87.38,15.834,1016.94,17.238
2022-10-07 13:00:00,264.245,1.658,130.254,87.143,15.939,1016.67,16.6
2022-10-07 13:15:00,267.094,1.784,129.652,87.261,15.997,1016.4,18.281
2022-10-07 13:30:00,269.942,1.909,129.05,87.379,16.055,1016.12,25.9
2022-10-07 13:45:00,272.791,2.035,128.447,87.497,16.112,1015.84,43.554
2022-10-07 14:00:00,275.64,2.16,127.845,87.615,16.17,1015.57,50.6
2022-10-07 14:15:00,276.539,2.223,126.802,87.585,16.241,1015.32,39.3
2022-10-07 14:30:00,277.438,2.285,125.76,87.556,16.311,1015.08,33.908
2022-10-07 14:45:00,278.338,2.348,124.717,87.526,16.382,1014.84,31.7
2022-10-07 15:00:00,279.237,2.411,123.675,87.497,16.453,1014.59,42.6
2022-10-07 15:15:00,267.029,2.433,123.338,87.639,16.516,1014.42,30.294
2022-10-07 15:30:00,254.82,2.455,123.001,87.781,16.58,1014.24,27.336
2022-10-07 15:45:00,242.612,2.477,122.664,87.923,16.644,1014.07,22.032
2022-10-07 16:00:00,230.403,2.499,122.327,88.065,16.707,1013.89,19.074
2022-10-07 16:15:00,208.319,2.51,121.563,88.372,16.737,1013.82,21.726
2022-10-07 16:30:00,186.234,2.521,120.798,88.68,16.767,1013.75,16.434
2022-10-07 16:45:00,164.149,2.531,120.033,88.987,16.797,1013.69,11.9
2022-10-07 17:00:00,142.065,2.542,119.269,89.295,16.827,1013.62,8.415
2022-10-07 17:15:00,117.946,2.559,118.12,89.733,16.798,1013.62,4.646
2022-10-07 17:30:00,93.826,2.576,116.971,90.172,16.769,1013.63,4.257
2022-10-07 17:45:00,69.707,2.593,115.823,90.611,16.74,1013.63,1.8
2022-10-07 18:00:00,45.588,2.61,114.674,91.05,16.711,1013.64,0.4
2022-10-07 18:15:00,45.588,2.61,114.674,91.05,16.711,1013.64,0.4
2022-10-07 18:30:00,45.588,2.61,114.674,91.05,16.711,1013.64,0.4
2022-10-07 18:45:00,45.588,2.61,114.674,91.05,16.711,1013.64,0.4
2022-10-07 19:00:00,45.588,2.61,114.674,91.05,16.711,1013.64,0.4
2022-10-08 07:00:00,37.958,2.682,112.171,97.584,14.677,1018.56,0.784
2022-10-08 07:15:00,37.958,2.682,112.171,97.584,14.677,1018.56,0.784
2022-10-08 07:30:00,37.958,2.682,112.171,97.584,14.677,1018.56,0.784
2022-10-08 07:45:00,55.938,2.706,112.775,97.493,14.73,1018.54,1.734
2022-10-08 08:00:00,73.917,2.73,113.379,97.402,14.784,1018.52,2.55
2022-10-08 08:15:00,91.784,2.717,114.052,97.377,14.879,1018.41,4.214
2022-10-08 08:30:00,109.651,2.704,114.726,97.352,14.973,1018.3,8.181
2022-10-08 08:45:00,127.518,2.692,115.4,97.327,15.068,1018.19,10.71
2022-10-08 09:00:00,145.384,2.679,116.074,97.302,15.163,1018.08,13.4
2022-10-08 09:15:00,160.99,2.679,117.216,97.266,15.28,1017.91,13.563
2022-10-08 09:30:00,176.595,2.679,118.359,97.229,15.397,1017.74,13.266
2022-10-08 09:45:00,192.201,2.68,119.502,97.192,15.514,1017.57,13.3
2022-10-08 10:00:00,207.806,2.68,120.645,97.156,15.631,1017.4,13.029
2022-10-08 10:15:00,222.722,2.686,120.898,97.072,15.768,1017.16,13.622
2022-10-08 10:30:00,237.637,2.691,121.15,96.988,15.905,1016.93,17.346
2022-10-08 10:45:00,252.553,2.697,121.403,96.904,16.042,1016.7,18.281
2022-10-08 11:00:00,267.468,2.702,121.656,96.821,16.18,1016.46,18.909
2022-10-08 11:15:00,278.362,2.729,122.499,96.689,16.35,1016.22,18.685
2022-10-08 11:30:00,289.255,2.755,123.341,96.557,16.52,1015.98,17.226
2022-10-08 11:45:00,300.149,2.782,124.184,96.425,16.69,1015.74,17.052
2022-10-08 12:00:00,311.042,2.809,125.026,96.293,16.861,1015.5,21.624
2022-10-08 12:15:00,318.703,2.881,124.929,96.15,17.049,1015.17,24.598
2022-10-08 12:30:00,326.364,2.953,124.831,96.006,17.236,1014.85,27.8
2022-10-08 12:45:00,334.025,3.025,124.733,95.862,17.424,1014.53,22.7
2022-10-08 13:00:00,341.686,3.097,124.636,95.718,17.612,1014.21,19.7
2022-10-08 13:15:00,349.357,3.164,124.088,95.596,17.788,1013.89,20.0
2022-10-08 13:30:00,357.027,3.232,123.541,95.475,17.963,1013.57,21.624
2022-10-08 13:45:00,364.698,3.299,122.994,95.353,18.138,1013.25,21.879
2022-10-08 14:00:00,372.368,3.366,122.446,95.231,18.314,1012.93,21.318
2022-10-08 14:15:00,378.104,3.43,121.362,95.014,18.48,1012.72,21.087
2022-10-08 14:30:00,383.84,3.494,120.277,94.796,18.646,1012.51,18.6
2022-10-08 14:45:00,389.576,3.557,119.193,94.578,18.812,1012.31,17.544
2022-10-08 15:00:00,395.312,3.621,118.108,94.361,18.979,1012.1,16.464
2022-10-08 15:15:00,388.174,3.707,117.812,94.21,19.137,1011.98,18.228
2022-10-08 15:30:00,381.035,3.793,117.515,94.059,19.296,1011.86,19.594
2022-10-08 15:45:00,373.897,3.879,117.218,93.909,19.455,1011.74,18.612
2022-10-08 16:00:00,366.758,3.964,116.921,93.758,19.614,1011.62,22.321
2022-10-08 16:15:00,332.553,3.947,116.416,93.648,19.671,1011.61,16.16
2022-10-08 16:30:00,298.347,3.931,115.91,93.537,19.728,1011.61,13.433
2022-10-08 16:45:00,264.142,3.914,115.405,93.426,19.785,1011.6,7.938
2022-10-08 17:00:00,229.936,3.897,114.9,93.315,19.842,1011.59,7.242
2022-10-08 17:15:00,189.085,3.861,113.963,93.674,19.765,1011.67,6.018
2022-10-08 17:30:00,148.234,3.825,113.026,94.033,19.688,1011.75,2.94
2022-10-08 17:45:00,107.382,3.789,112.089,94.392,19.611,1011.83,2.475
2022-10-08 18:00:00,66.531,3.753,111.152,94.751,19.534,1011.91,0.99
2022-10-08 18:15:00,66.531,3.753,111.152,94.751,19.534,1011.91,0.99
2022-10-08 18:30:00,66.531,3.753,111.152,94.751,19.534,1011.91,0.99
2022-10-08 18:45:00,66.531,3.753,111.152,94.751,19.534,1011.91,0.99
2022-10-08 19:00:00,66.531,3.753,111.152,94.751,19.534,1011.91,0.99
2022-10-09 07:00:00,22.042,2.36,345.437,93.0,12.968,1025.26,1.414
2022-10-09 07:15:00,22.042,2.36,345.437,93.0,12.968,1025.26,1.414
2022-10-09 07:30:00,22.042,2.36,345.437,93.0,12.968,1025.26,1.414
2022-10-09 07:45:00,32.562,2.432,344.674,92.617,12.982,1025.41,3.03
2022-10-09 08:00:00,43.083,2.504,343.911,92.234,12.996,1025.56,5.346
2022-10-09 08:15:00,53.094,2.572,344.315,91.972,13.031,1025.61,7.448
2022-10-09 08:30:00,63.104,2.641,344.72,91.711,13.065,1025.66,11.27
2022-10-09 08:45:00,73.114,2.709,345.124,91.449,13.099,1025.7,15.444
2022-10-09 09:00:00,83.125,2.777,345.528,91.188,13.134,1025.75,14.602
2022-10-09 09:15:00,91.497,2.791,346.635,90.908,13.168,1025.74,18.62
2022-10-09 09:30:00,99.87,2.805,347.742,90.628,13.201,1025.74,26.2
2022-10-09 09:45:00,108.243,2.818,348.849,90.348,13.235,1025.73,30.704
2022-10-09 10:00:00,116.615,2.832,349.956,90.068,13.269,1025.72,22.624
2022-10-09 10:15:00,123.172,2.844,349.996,89.771,13.302,1025.66,27.8
2022-10-09 10:30:00,129.729,2.855,350.035,89.474,13.336,1025.6,27.93
2022-10-09 10:45:00,136.285,2.866,350.075,89.176,13.369,1025.54,31.31
2022-10-09 11:00:00,142.842,2.877,350.115,88.879,13.402,1025.48,33.864
2022-10-09 11:15:00,146.912,2.849,350.537,88.703,13.437,1025.42,32.83
2022-10-09 11:30:00,150.981,2.82,350.959,88.527,13.472,1025.37,31.68
2022-10-09 11:45:00,155.05,2.792,351.38,88.35,13.507,1025.32,24.7
2022-10-09 12:00:00,159.12,2.763,351.802,88.174,13.542,1025.27,22.321
2022-10-09 12:15:00,161.186,2.735,352.26,88.128,13.573,1025.15,19.012
2022-10-09 12:30:00,163.252,2.707,352.718,88.082,13.605,1025.03,22.624
2022-10-09 12:45:00,165.318,2.679,353.176,88.037,13.637,1024.91,43.708
2022-10-09 13:00:00,167.384,2.651,353.633,87.991,13.669,1024.79,42.042
2022-10-09 13:15:00,166.647,2.62,354.692,87.923,13.706,1024.67,26.0
2022-10-09 13:30:00,165.909,2.588,355.75,87.855,13.742,1024.55,29.988
2022-10-09 13:45:00,165.172,2.557,356.809,87.787,13.779,1024.44,42.319
2022-10-09 14:00:00,164.435,2.525,357.867,87.719,13.816,1024.32,43.758
2022-10-09 14:15:00,159.965,2.505,359.61,87.818,13.832,1024.27,42.432
2022-10-09 14:30:00,155.495,2.484,1.352,87.917,13.848,1024.22,37.719
2022-10-09 14:45:00,151.025,2.464,3.094,88.015,13.864,1024.17,29.0
2022-10-09 15:00:00,146.555,2.443,4.837,88.114,13.88,1024.11,14.948
2022-10-09 15:15:00,138.218,2.387,6.224,88.372,13.878,1024.14,15.0
2022-10-09 15:30:00,129.882,2.331,7.61,88.63,13.876,1024.16,14.058
2022-10-09 15:45:00,121.545,2.275,8.997,88.887,13.874,1024.18,19.305
2022-10-09 16:00:00,113.208,2.219,10.384,89.145,13.872,1024.2,21.756
2022-10-09 16:15:00,102.723,2.177,11.316,89.466,13.842,1024.31,25.4
2022-10-09 16:30:00,92.238,2.135,12.248,89.786,13.813,1024.41,14.4
2022-10-09 16:45:00,81.753,2.093,13.18,90.106,13.783,1024.52,11.6
2022-10-09 17:00:00,71.268,2.051,14.112,90.427,13.754,1024.62,13.8
2022-10-09 17:15:00,59.438,2.018,15.926,90.946,13.689,1024.72,9.999
2022-10-09 17:30:00,47.609,1.986,17.741,91.465,13.625,1024.82,7.0
2022-10-09 17:45:00,35.779,1.953,19.556,91.985,13.56,1024.93,5.4
2022-10-09 18:00:00,23.949,1.921,21.371,92.504,13.495,1025.03,1.386
2022-10-09 18:15:00,23.949,1.921,21.371,92.504,13.495,1025.03,1.386
2022-10-09 18:30:00,23.949,1.921,21.371,92.504,13.495,1025.03,1.386
2022-10-09 18:45:00,23.949,1.921,21.371,92.504,13.495,1025.03,1.386
2022-10-09 19:00:00,23.949,1.921,21.371,92.504,13.495,1025.03,1.386
2022-10-10 07:00:00,35.062,0.418,357.166,95.345,11.778,1028.65,1.568
2022-10-10 07:15:00,35.062,0.418,357.166,95.345,11.778,1028.65,1.568
2022-10-10 07:30:00,35.062,0.418,357.166,95.345,11.778,1028.65,1.568
2022-10-10 07:45:00,52.094,0.435,345.471,95.162,11.825,1028.65,5.1
2022-10-10 08:00:00,69.125,0.453,333.776,94.98,11.872,1028.65,9.207
2022-10-10 08:15:00,85.394,0.487,332.666,94.524,11.96,1028.52,13.362
2022-10-10 08:30:00,101.664,0.52,331.557,94.068,12.048,1028.38,18.584
2022-10-10 08:45:00,117.934,0.554,330.448,93.612,12.136,1028.25,22.736
2022-10-10 09:00:00,134.204,0.588,329.338,93.156,12.224,1028.11,29.07
2022-10-10 09:15:00,150.329,0.576,331.553,92.815,12.311,1027.91,30.906
2022-10-10 09:30:00,166.454,0.563,333.768,92.475,12.398,1027.7,33.8
2022-10-10 09:45:00,182.579,0.551,335.984,92.135,12.485,1027.49,36.312
2022-10-10 10:00:00,198.704,0.539,338.199,91.795,12.572,1027.29,36.162
2022-10-10 10:15:00,206.704,0.53,340.956,91.464,12.681,1027.03,37.3
2022-10-10 10:30:00,214.703,0.521,343.714,91.134,12.789,1026.77,43.56
2022-10-10 10:45:00,222.703,0.512,346.471,90.804,12.898,1026.51,49.0
2022-10-10 11:00:00,230.703,0.503,349.228,90.474,13.007,1026.25,63.657
2022-10-10 11:15:00,228.583,0.451,352.215,90.072,13.103,1026.02,92.617
2022-10-10 11:30:00,226.463,0.398,355.201,89.67,13.2,1025.78,80.458
2022-10-10 11:45:00,224.343,0.346,358.187,89.268,13.296,1025.55,76.329
2022-10-10 12:00:00,222.222,0.294,1.174,88.866,13.393,1025.31,78.78
2022-10-10 12:15:00,221.814,0.276,8.045,88.742,13.491,1025.0,78.903
2022-10-10 12:30:00,221.405,0.258,14.917,88.618,13.589,1024.69,69.384
2022-10-10 12:45:00,220.997,0.239,21.788,88.494,13.687,1024.38,58.681
2022-10-10 13:00:00,220.588,0.221,28.66,88.371,13.785,1024.06,51.308
2022-10-10 13:15:00,217.894,0.261,48.041,88.213,13.833,1023.8,47.8
2022-10-10 13:30:00,215.199,0.301,67.423,88.056,13.881,1023.53,47.421
2022-10-10 13:45:00,212.505,0.341,86.804,87.899,13.929,1023.26,48.654
2022-10-10 14:00:00,209.811,0.38,106.185,87.742,13.978,1022.99,51.207
2022-10-10 14:15:00,208.166,0.469,108.421,87.708,14.021,1022.79,49.995
2022-10-10 14:30:00,206.522,0.558,110.657,87.673,14.065,1022.58,53.9
2022-10-10 14:45:00,204.877,0.646,112.893,87.639,14.109,1022.38,75.75
2022-10-10 15:00:00,203.233,0.735,115.129,87.605,14.152,1022.17,68.607
2022-10-10 15:15:00,199.332,0.806,114.017,87.636,14.187,1022.01,54.648
2022-10-10 15:30:00,195.431,0.877,112.905,87.667,14.221,1021.85,45.5
2022-10-10 15:45:00,191.53,0.949,111.793,87.698,14.255,1021.7,47.226
2022-10-10 16:00:00,187.63,1.02,110.681,87.729,14.289,1021.54,46.7
2022-10-10 16:15:00,174.837,1.109,111.633,87.844,14.313,1021.47,39.8
2022-10-10 16:30:00,162.044,1.199,112.586,87.959,14.337,1021.41,38.862
2022-10-10 16:45:00,149.251,1.289,113.538,88.074,14.36,1021.34,37.7
2022-10-10 17:00:00,136.458,1.378,114.491,88.189,14.384,1021.28,38.4
2022-10-10 17:15:00,114.166,1.458,114.191,88.489,14.345,1021.22,27.72
2022-10-10 17:30:00,91.873,1.538,113.892,88.789,14.306,1021.16,17.2
2022-10-10 17:45:00,69.58,1.618,113.593,89.089,14.267,1021.1,6.936
2022-10-10 18:00:00,47.287,1.698,113.293,89.389,14.229,1021.04,5.2
2022-10-10 18:15:00,35.465,1.735,112.802,89.738,14.154,1021.09,2.45
2022-10-10 18:30:00,23.643,1.772,112.31,90.088,14.08,1021.14,0.612
2022-10-10 18:45:00,23.643,1.772,112.31,90.088,14.08,1021.14,0.612
2022-10-10 19:00:00,23.643,1.772,112.31,90.088,14.08,1021.14,0.612
2022-10-11 07:00:00,31.361,2.703,114.046,92.589,12.566,1021.92,1.122
2022-10-11 07:15:00,31.361,2.703,114.046,92.589,12.566,1021.92,1.122
2022-10-11 07:30:00,31.361,2.703,114.046,92.589,12.566,1021.92,1.122
2022-10-11 07:45:00,46.597,2.699,113.8,92.059,12.588,1021.94,4.0
2022-10-11 08:00:00,61.833,2.696,113.554,91.528,12.609,1021.95,5.643
2022-10-11 08:15:00,76.952,2.706,114.005,90.934,12.654,1021.86,8.2
2022-10-11 08:30:00,92.071,2.715,114.457,90.339,12.698,1021.76,10.403
2022-10-11 08:45:00,107.19,2.725,114.908,89.745,12.743,1021.67,11.615
2022-10-11 09:00:00,122.309,2.735,115.359,89.151,12.788,1021.58,12.969
2022-10-11 09:15:00,137.753,2.702,115.098,88.651,12.858,1021.45,18.079
2022-10-11 09:30:00,153.197,2.668,114.836,88.15,12.927,1021.32,24.453
2022-10-11 09:45:00,168.642,2.635,114.574,87.65,12.997,1021.19,26.6
2022-10-11 10:00:00,184.086,2.602,114.312,87.15,13.067,1021.06,35.249
2022-10-11 10:15:00,194.073,2.582,113.322,86.724,13.158,1020.87,29.106
2022-10-11 10:30:00,204.06,2.562,112.332,86.298,13.25,1020.69,38.885
2022-10-11 10:45:00,214.047,2.543,111.341,85.872,13.342,1020.5,38.658
2022-10-11 11:00:00,224.034,2.523,110.351,85.446,13.434,1020.32,39.69
2022-10-11 11:15:00,231.201,2.497,111.222,84.605,13.527,1020.16,39.3
2022-10-11 11:30:00,238.367,2.471,112.094,83.763,13.621,1020.0,43.2
2022-10-11 11:45:00,245.534,2.444,112.965,82.922,13.714,1019.84,46.926
2022-10-11 12:00:00,252.701,2.418,113.837,82.08,13.807,1019.68,42.57
2022-10-11 12:15:00,257.985,2.376,113.617,81.519,13.885,1019.45,47.8
2022-10-11 12:30:00,263.27,2.334,113.396,80.958,13.962,1019.22,61.8
2022-10-11 12:45:00,268.554,2.292,113.176,80.397,14.039,1018.99,57.82
2022-10-11 13:00:00,273.839,2.249,112.956,79.836,14.116,1018.76,60.196
2022-10-11 13:15:00,270.674,2.264,112.141,79.45,14.188,1018.53,63.6
2022-10-11 13:30:00,267.508,2.278,111.327,79.063,14.26,1018.31,65.562
2022-10-11 13:45:00,264.343,2.292,110.512,78.677,14.332,1018.09,59.3
2022-10-11 14:00:00,261.178,2.306,109.697,78.291,14.404,1017.87,76.1
2022-10-11 14:15:00,253.601,2.33,109.496,78.008,14.448,1017.77,75.7
2022-10-11 14:30:00,246.025,2.353,109.295,77.725,14.491,1017.67,66.912
2022-10-11 14:45:00,238.449,2.377,109.094,77.443,14.535,1017.57,61.506
2022-10-11 15:00:00,230.873,2.401,108.893,77.16,14.578,1017.47,69.993
2022-10-11 15:15:00,218.562,2.406,108.229,77.064,14.583,1017.4,65.953
2022-10-11 15:30:00,206.251,2.411,107.566,76.969,14.588,1017.33,52.938
2022-10-11 15:45:00,193.939,2.417,106.903,76.874,14.594,1017.26,45.1
2022-10-11 16:00:00,181.628,2.422,106.239,76.778,14.599,1017.19,41.412
2022-10-11 16:15:00,164.56,2.447,106.072,76.806,14.558,1017.18,36.162
2022-10-11 16:30:00,147.492,2.473,105.905,76.833,14.517,1017.17,29.792
2022-10-11 16:45:00,130.424,2.498,105.738,76.861,14.476,1017.16,28.078
2022-10-11 17:00:00,113.356,2.523,105.572,76.888,14.435,1017.14,20.3
2022-10-11 17:15:00,93.813,2.498,105.489,77.25,14.338,1017.13,14.553
2022-10-11 17:30:00,74.27,2.472,105.406,77.613,14.24,1017.11,10.29
2022-10-11 17:45:00,54.728,2.447,105.323,77.975,14.143,1017.1,8.722
2022-10-11 18:00:00,35.185,2.422,105.24,78.337,14.046,1017.08,4.9
2022-10-11 18:15:00,26.389,2.335,105.221,78.571,13.941,1017.23,2.244
2022-10-11 18:30:00,26.389,2.335,105.221,78.571,13.941,1017.23,2.244
2022-10-11 18:45:00,26.389,2.335,105.221,78.571,13.941,1017.23,2.244
2022-10-11 19:00:00,26.389,2.335,105.221,78.571,13.941,1017.23,2.244
2022-10-12 07:00:00,43.308,1.852,115.282,87.742,12.249,1019.79,0.909
2022-10-12 07:15:00,43.308,1.852,115.282,87.742,12.249,1019.79,0.909
2022-10-12 07:30:00,43.308,1.852,115.282,87.742,12.249,1019.79,0.909
2022-10-12 07:45:00,64.962,2.007,114.771,86.614,12.312,1019.83,2.55
2022-10-12 08:00:00,86.615,2.162,114.261,85.485,12.375,1019.86,4.343
2022-10-12 08:15:00,106.44,2.159,114.964,84.71,12.482,1019.76,6.468
2022-10-12 08:30:00,126.264,2.155,115.667,83.935,12.589,1019.66,8.787
2022-10-12 08:45:00,146.088,2.151,116.37,83.16,12.696,1019.56,14.7
2022-10-12 09:00:00,165.912,2.147,117.074,82.386,12.803,1019.46,15.606
2022-10-12 09:15:00,183.353,2.189,117.862,81.646,12.914,1019.3,15.8
2022-10-12 09:30:00,200.794,2.231,118.65,80.906,13.025,1019.15,19.482
2022-10-12 09:45:00,218.235,2.273,119.438,80.166,13.136,1019.0,25.1
2022-10-12 10:00:00,235.676,2.315,120.227,79.427,13.246,1018.85,33.354
2022-10-12 10:15:00,249.18,2.303,119.714,79.055,13.373,1018.66,41.107
2022-10-12 10:30:00,262.685,2.292,119.201,78.683,13.501,1018.47,54.39
2022-10-12 10:45:00,276.189,2.28,118.689,78.31,13.628,1018.29,52.3
2022-10-12 11:00:00,289.694,2.269,118.176,77.938,13.755,1018.1,47.47
2022-10-12 11:15:00,298.217,2.278,118.056,77.654,13.889,1017.97,59.186
